slidenum,spot,cell,class_label,class_value,class_prob,umap1,umap2
168,16,60,Squ.epi,3.5964956,0.973312128994949,2.8058786,0.15855598
168,16,62,Squ.epi,3.8095658,0.978322526902596,4.356884,1.3444614
168,16,63,Squ.epi,3.855248,0.9792704568467442,3.869834,0.48604965
168,16,64,Squ.epi,3.785779,0.97781228592582,2.7078142,3.5253468
168,16,65,Squ.epi,3.7313569,0.9766003594648895,3.912037,1.2391644
168,16,71,Squ.epi,3.748448,0.9769877604388844,4.6907616,0.4483614
168,16,73,Squ.epi,4.1222906,0.9840511415277472,6.5622787,0.54062843
168,16,74,Squ.epi,3.6261523,0.974071760573266,2.0489388,2.5183287
168,16,75,Squ.epi,4.0399327,0.9827057001624866,6.2120667,1.8128309
168,16,76,Squ.epi,3.723435,0.9764186415115804,3.6116781,-1.5634537
168,16,78,Squ.epi,3.6949751,0.9757543853305324,2.8272915,0.92683315
168,16,80,Squ.epi,3.9621575,0.9813330530396746,4.4489365,-0.653142
168,16,81,Squ.epi,3.9218106,0.9805794259733884,3.810339,0.68786716
168,16,82,Squ.epi,3.886452,0.9798945089892352,3.905056,-0.46623707
168,16,84,Squ.epi,2.9694052,0.9511726587838536,-0.77329254,3.3341427
168,16,85,Squ.epi,3.8376908,0.9789110346503868,3.5384722,3.901842
168,16,87,Squ.epi,3.3808794,0.9671015958441248,0.898263,3.7577705
168,16,92,Squ.epi,3.5782716,0.9728346437145832,2.4221945,0.42323017
168,16,93,Squ.epi,3.4599109,0.9695253334021638,0.013008118,3.3308182
168,17,2,Squ.epi,4.0395174,0.9826986402100496,4.887375,3.886938
168,17,3,Squ.epi,3.6865175,0.9755534888195548,3.600809,3.7062368
168,17,4,Squ.epi,3.833704,0.9788285721985012,5.219717,0.93035126
168,17,5,Squ.meta,2.6318388,0.9328827728773552,-6.32452,-0.71009064
168,17,7,Squ.epi,1.7917043,0.85713610123476,-4.5037136,-0.3003273
168,17,10,Squ.epi,2.439417,0.919784075384554,-2.5645142,-3.350504
168,17,13,Squ.epi,3.93029,0.9807402455818364,4.609991,1.2465324
168,17,24,Squ.epi,3.9751832,0.9815701752876396,5.342251,2.8374195
168,17,28,Squ.epi,3.9749238,0.9815654821228688,4.719387,3.5710049
168,17,29,Squ.epi,4.0248246,0.9824470533987184,2.9562168,0.73761845
168,17,32,Squ.epi,3.678853,0.9753700326937412,3.7861786,-1.536108
168,17,35,Squ.epi,3.8341508,0.9788378292687192,6.15417,0.012933731
168,17,39,Squ.epi,3.638229,0.9743750272386325,3.5633755,4.1138754
168,17,41,Squ.epi,3.8675761,0.9795192430347766,1.1168909,2.8350725
168,17,42,Squ.epi,4.05254,0.9829186615954348,5.638727,2.7362633
168,17,43,Squ.epi,2.970851,0.9512397612454908,-1.0809956,-0.60687447
168,17,46,Squ.epi,3.361989,0.9664952453735514,2.1674871,-1.8150749
168,17,47,Squ.epi,4.028755,0.9825147070514626,6.6433563,1.3037024
168,17,49,Squ.epi,4.121124,0.9840328185251164,6.4731827,0.89981174
168,17,50,Squ.epi,3.2055454,0.9610424289015228,2.1744776,-1.200141
168,17,55,Squ.epi,3.7662783,0.9773852438442546,2.1021204,3.8536396
168,17,56,Squ.epi,3.8024213,0.9781704916131164,4.6234646,3.851286
168,17,57,Squ.epi,3.9167268,0.9804823761705892,3.6873407,4.2135935
168,17,59,Squ.epi,3.4108796,0.9680428253161696,0.5290327,-2.0245638
168,17,60,Squ.epi,3.472054,0.9698820756479996,0.89838505,-2.2084684
168,17,61,Squ.epi,3.8959932,0.9800816259026472,4.3507385,3.445036
168,17,63,Squ.epi,4.03701,0.9826559609431612,6.1273384,3.0288372
168,17,64,Squ.epi,3.7289424,0.976545120338018,2.1287804,0.49880123
168,17,65,Glan,1.1425905,0.7581549445574945,-5.7606316,-0.8542471
168,17,67,Squ.epi,1.9829278,0.8789929213254357,-3.3078651,-2.2110252
168,17,68,Squ.epi,3.4611394,0.969561611779977,0.2912073,-0.4407406
168,17,72,Squ.epi,0.96080667,0.7232832843854132,-4.3903427,-2.1765842
168,17,76,Squ.epi,3.933035,0.9807920253804776,3.872733,3.6849709
168,17,80,Squ.epi,3.9930804,0.9818911622622994,5.6253395,1.5567226
168,17,84,Squ.epi,3.525941,0.9714169222636624,1.665988,3.4542103
168,17,85,Squ.epi,4.0619206,0.9830754500228958,4.835781,2.1535168
168,17,86,Squ.epi,3.7381349,0.9767547516821744,4.5486183,-0.021312714
168,17,87,Squ.epi,4.185873,0.9850189237500356,4.1834183,0.81801414
168,17,88,Squ.epi,2.6324582,0.93292154538358,-3.727005,-1.0190964
168,17,90,Squ.epi,3.9126081,0.9804034020912586,4.005904,1.7772484
168,17,92,Squ.epi,4.0359592,0.9826380402944168,4.7318068,3.3353958
168,17,93,Squ.epi,1.9562389,0.8761253346715733,-3.8537827,1.4465714
168,17,94,Squ.epi,3.6208777,0.9739382134912186,1.7169714,-1.9472351
168,17,95,Squ.epi,2.2998533,0.9088648906875196,-3.2084122,0.5207052
168,17,96,Squ.epi,3.6594157,0.9748987438365962,1.8054848,3.9843102
168,17,97,Squ.epi,3.1645133,0.9594767946828744,0.65023994,-2.8063393
168,17,100,Squ.epi,3.335299,0.965620120605554,1.1615543,1.8246336
168,17,102,Squ.epi,2.5523908,0.9277339675390408,-2.1687498,0.41947174
168,17,103,Squ.epi,1.9050839,0.8704658409296598,-3.095131,-3.4141626
168,17,104,Squ.epi,4.01678,0.9823077837137278,6.006897,2.8535938
168,17,105,Squ.epi,3.8125901,0.978386573069882,1.1090508,3.5235958
168,17,106,Squ.epi,3.8797796,0.979762632864718,4.5885963,3.914423
168,17,107,Squ.epi,4.102808,0.9837424706301376,6.261571,0.573431
168,17,108,Squ.epi,3.4166837,0.9682218923266336,-0.94350815,1.1268473
168,17,110,Squ.epi,4.0444746,0.9827827212577046,5.8402996,-0.35522175
168,17,113,Squ.epi,3.164639,0.9594816796754032,0.13800812,0.46160984
168,17,115,Squ.epi,3.7868924,0.97783642907939,4.929989,3.4500399
168,17,116,Squ.epi,2.1700535,0.8975278854896558,-3.8307629,-1.4104376
168,17,117,Squ.epi,2.2393563,0.9037284670078632,-3.2748108,-3.088502
168,17,118,Squ.epi,3.9197469,0.9805400860985696,4.801421,1.3803616
168,17,119,Squ.epi,3.9960418,0.9819437435165425,5.92531,0.61343575
168,17,120,Squ.epi,3.1525102,0.95900751548153,-0.99016666,2.5369415
168,17,121,Squ.epi,3.8686697,0.9795411710880628,4.8238773,0.13349628
168,17,122,Squ.epi,4.0679965,0.9831762446796142,6.3945446,1.4899788
168,17,125,Squ.epi,3.8570912,0.97930784074138,4.0703526,3.6338959
168,17,126,Squ.epi,4.0256763,0.9824617336099573,4.302615,-1.0850763
168,17,128,Squ.epi,4.004462,0.9820924276363836,6.030779,0.6736965
168,17,129,Squ.epi,4.0111957,0.982210472242453,5.9073315,2.445757
168,17,131,Squ.epi,3.0168526,0.9533296911624022,-1.1152525,-0.24552536
168,17,132,Squ.epi,3.8257236,0.9786625604043808,2.4534855,1.6222115
168,17,133,Squ.epi,2.7071743,0.9374486580657598,-1.5766754,0.80443764
168,17,134,Squ.epi,3.8393972,0.978946232387726,2.4043403,-0.71967125
168,17,139,Squ.epi,3.1731536,0.9598114079202936,0.347147,-1.0073347
168,17,140,Squ.epi,4.0884323,0.983510951050503,4.9119453,0.86795044
168,17,141,Squ.epi,2.435371,0.9194850513681329,-2.2693539,-2.821352
168,17,144,Squ.epi,2.6425374,0.933549542009178,-2.8361816,-2.5404768
168,17,145,Squ.epi,2.7823207,0.9417129596300962,-2.0349884,-0.93725586
168,17,150,Squ.epi,3.8691943,0.9795516799819612,4.800392,-0.012592316
168,17,154,Squ.epi,3.293794,0.96421529084032,0.9243231,1.3635454
168,17,156,Squ.epi,3.7167873,0.9762650932496648,4.655842,1.4669781
168,17,157,Squ.epi,1.9161212,0.8717052773752275,-4.142273,-1.4357815
168,17,158,Squ.epi,3.0491743,0.9547468656814654,-1.9670906,-1.0692959
168,17,159,Squ.epi,3.1274304,0.95801014953746,-0.85252285,2.3963404
168,17,160,Squ.epi,3.8240495,0.9786275719896348,3.9892006,2.8610382
168,17,162,Squ.epi,2.923854,0.9490131119560296,-0.7075615,-1.5675583
168,17,165,Squ.epi,3.8782835,0.9797329476319472,3.267662,2.3179646
168,17,166,Squ.epi,3.8249931,0.9786473003527744,3.6265268,1.5375452
168,17,167,Squ.epi,2.33668,0.9118696380851026,-3.3062077,2.019946
168,17,168,Squ.epi,3.655872,0.9748118812902612,2.558035,1.0215406
168,17,170,Squ.epi,3.8638759,0.9794448792364208,2.2352695,-0.015784264
168,17,171,Squ.epi,3.9950466,0.9819260906528005,4.0192375,0.056749344
168,17,172,Squ.epi,3.838429,0.978926267670894,4.745576,-0.5143318
168,17,173,Glan,0.5842753,0.6420505595782063,-6.195795,-0.68857193
168,17,175,Squ.epi,2.7498386,0.939904233383166,-2.1370735,-1.0262928
168,17,176,Squ.epi,1.2491666,0.7771555636665187,-4.4801855,-0.4309759
168,17,178,Squ.epi,3.9531817,0.9811679186147252,3.7212791,2.9798374
168,17,179,Squ.epi,3.3638468,0.9665553515173751,2.1698937,-0.55822754
168,17,188,Squ.epi,3.5163267,0.9711487594229248,2.2998657,-0.35688782
168,17,189,Squ.epi,2.7226133,0.9383478913907374,-2.4157152,-1.2800369
168,17,192,Squ.epi,3.950098,0.9811108550175228,5.9267654,0.67847633
168,17,193,Squ.epi,2.7534738,0.9401092351323668,-2.4098377,-1.5433769
168,17,194,Squ.epi,2.092165,0.8901393220610889,-2.8979015,-2.9950771
168,17,195,Squ.epi,2.0070403,0.8815342809300987,-3.937708,1.4321766
168,17,197,Squ.epi,3.8784096,0.9797354518249246,4.2264624,-0.8616953
168,17,198,Squ.epi,1.9804118,0.8787250499665374,-4.0919304,0.548954
168,18,0,Squ.meta,2.647677,0.933867665811534,-6.3325233,-0.70433426
168,18,1,Squ.epi,3.624051,0.9740186402746008,2.9974737,2.7875996
168,18,2,Squ.epi,3.7244506,0.976442016125377,3.9089012,-1.2685671
168,18,3,Squ.epi,3.9443643,0.9810043019424324,5.910946,0.3175583
168,18,4,Squ.epi,3.4096165,0.9680037257650594,1.0746565,4.047207
168,18,6,Squ.epi,2.9367888,0.9496353628502304,-1.8515034,2.8920765
168,18,10,Squ.epi,3.9731789,0.9815338806084514,4.379368,3.1263123
168,18,12,Squ.epi,4.0265193,0.982476253991354,6.185768,0.18164825
168,18,13,Squ.epi,4.146731,0.9844302159975902,6.457926,2.7162285
168,18,16,Squ.epi,1.5651078,0.8270850709092608,-4.2455597,-1.5203953
168,18,17,Squ.epi,3.8859773,0.9798851548398902,5.201437,3.2446613
168,18,19,Squ.epi,3.9415803,0.9809523526989335,4.800475,-0.99443436
168,18,20,Squ.epi,3.930265,0.980739772714448,5.583523,2.9790192
168,18,27,Squ.epi,3.6802728,0.9754041175930808,3.6122627,3.546547
168,18,35,Squ.epi,4.0678015,0.9831730184992452,5.5174713,3.6296701
168,18,36,Squ.epi,3.9387288,0.9808990000180212,4.8462276,-0.79902077
168,18,37,Squ.epi,3.1142988,0.9574787192155464,0.5891552,3.9259224
168,18,40,Squ.epi,3.6950774,0.9757568049661294,2.8243046,-1.4739809
168,18,42,Squ.epi,3.536308,0.9717033750442388,0.24599934,-0.8964577
168,18,44,Squ.epi,4.1667075,0.9847334602348548,6.1935787,2.846549
168,18,49,Squ.epi,3.8246155,0.978639407158852,4.3496056,1.3645296
168,18,50,Squ.epi,2.005064,0.8813277421635459,-1.7452717,-2.990368
168,18,54,Squ.epi,4.042021,0.982741151597793,4.96994,2.2762642
168,18,56,Squ.epi,4.051539,0.9829018491094548,5.2110233,2.0603952
168,18,57,Squ.epi,3.6191354,0.9738939513020776,2.0056105,3.4935055
168,18,58,Squ.epi,3.7736342,0.9775472646651674,2.0728645,4.194294
168,18,62,Squ.epi,4.202293,0.9852593063809604,5.861706,1.3129864
168,18,63,Squ.epi,3.7396202,0.9767884524929666,3.2719784,-1.4550037
168,18,64,Squ.epi,3.9238358,0.9806179538059864,6.309944,1.4925566
168,18,65,Squ.epi,3.2795458,0.9637204060408978,1.0189276,0.69853973
168,18,66,Squ.epi,3.961092,0.9813135248080616,5.6428146,2.0373993
168,18,68,Squ.epi,3.2918818,0.9641492562476645,0.17306519,-2.5062933
168,18,69,Squ.epi,2.0249171,0.8833884939582674,-3.8571663,-1.8603096
168,18,70,Squ.epi,0.95275414,0.7216687203575783,-4.632324,-1.4423456
168,18,72,Squ.epi,3.2190504,0.9615449174731842,0.42866516,2.6481724
168,18,73,Squ.epi,3.708706,0.9760771112572456,1.9472332,4.068453
168,18,75,Squ.epi,3.8834467,0.9798352159895628,4.712555,-0.20302391
168,18,76,Squ.epi,3.9046803,0.9802505053315916,3.2785301,2.2469587
168,18,78,Squ.epi,2.8764887,0.9466718753494708,-2.039239,1.6447468
168,18,79,Squ.epi,4.037605,0.98266609220746,5.374878,-0.23809433
168,18,80,Squ.epi,3.5353365,0.9716766489742792,0.8995552,2.5140877
168,18,81,Squ.epi,3.0218384,0.95355102003437,-1.0665102,-2.3240032
168,18,82,Squ.epi,3.6460214,0.974568874750721,1.615407,2.8101406
168,18,83,Squ.epi,3.6183343,0.9738735763280232,0.8693304,1.8621378
168,18,84,Squ.epi,3.6810505,0.975422768952017,2.2357006,4.188259
168,18,87,Squ.epi,3.4820514,0.970172739273106,2.4126453,4.049968
168,18,88,Squ.epi,4.0553327,0.982965488900742,6.1083527,-0.14371109
168,18,89,Squ.epi,2.7696319,0.9410125553111768,-1.5038099,-1.2492666
168,18,90,Squ.epi,3.8821745,0.9798100642706272,5.5967064,2.9315777
168,18,91,Squ.epi,3.7415771,0.9768327803655958,3.521679,2.4804955
168,18,92,Squ.epi,3.8380947,0.9789193708479448,2.8611422,1.5609035
168,18,94,Squ.epi,3.993492,0.9818984778411474,5.1358814,0.87444496
168,18,95,Squ.epi,3.6699305,0.9751547710566866,1.6858034,1.5009804
168,18,97,Squ.epi,1.8739,0.8669089018165997,-3.6697216,0.9571142
168,18,98,Squ.epi,3.512583,0.9710436814941176,1.9971218,2.9196854
168,18,102,Squ.epi,3.1676316,0.9595978630675922,-2.541277,0.5428333
168,18,103,Squ.epi,2.6411803,0.9334653063718832,-2.390421,-1.0504103
168,18,104,Squ.epi,2.7155335,0.9379370413616842,-2.4209824,-2.471612
168,18,105,Squ.epi,2.7938614,0.9423432023173296,-2.1331682,2.9215136
168,18,106,Squ.epi,3.1992364,0.96080553120588,-1.5228996,1.1808043
168,18,107,Squ.epi,4.0919933,0.98356860135794,4.8013973,-0.09095955
168,18,108,Squ.epi,3.6046238,0.973522452913242,3.3545895,-0.5846195
168,18,109,Squ.epi,3.9495678,0.9811010258654576,4.5917435,3.7318058
168,18,110,Squ.epi,3.9810705,0.9816763755815948,4.5172977,2.6111813
168,18,114,Squ.epi,3.33034,0.9654551079835648,0.25452042,-2.0237656
168,18,116,Squ.epi,3.8644636,0.979456707872895,2.0370197,2.2567768
168,18,120,Squ.epi,3.8629146,0.9794255167633362,3.8267746,3.7836857
168,18,124,Squ.epi,3.4963553,0.9705838882807288,2.0097504,2.941309
168,18,131,Squ.epi,3.8670857,0.9795094021193512,5.453413,3.1165657
168,18,133,Squ.epi,3.7964873,0.9780434228436752,2.5623856,0.0010147095
168,18,135,Squ.epi,2.6383748,0.9332908526006054,-2.3232994,1.4303493
168,18,136,Squ.epi,2.7960327,0.9424610600177672,-1.6291275,-0.38508606
168,18,137,Squ.epi,3.978012,0.9816212797563766,4.904875,3.2299433
168,18,138,Squ.epi,2.908022,0.9482415677345252,-1.2583122,-2.9020176
168,18,141,Squ.epi,3.351955,0.9661687944586927,-0.34573364,-0.7926893
168,18,143,Squ.epi,2.9011652,0.9479040091869818,-1.0130796,-1.9950161
168,18,144,Squ.epi,2.6737802,0.9354616302500552,-1.6090612,1.1999474
168,18,145,Squ.epi,3.3537407,0.966227116255314,-0.8348923,3.3402996
168,18,146,Squ.epi,2.3281307,0.9111801706911088,-1.4909115,-2.7175398
168,18,147,Squ.epi,3.5774233,0.9728122165341088,1.6552272,-0.1752758
168,18,148,Squ.epi,3.372235,0.9668254533034684,0.58358383,0.21024323
168,18,150,Squ.epi,3.7309775,0.9765916895495452,2.8229065,1.9534054
168,18,151,Squ.epi,3.406846,0.9679178074319832,1.3628063,-1.060585
168,18,152,Squ.epi,3.1712983,0.959739778644414,0.80994797,-0.45577335
168,18,153,Squ.epi,2.6049943,0.931182313281379,-2.4741173,1.2377005
168,18,154,Squ.epi,3.4020298,0.9677679098983204,-0.9603486,2.30513
168,18,155,Squ.epi,3.6567626,0.9748337369353666,1.0832644,1.5344276
168,18,156,Squ.epi,3.7293978,0.9765555484273516,5.0765133,-0.39347267
168,18,157,Squ.epi,2.037311,0.884659181143342,-2.9601192,-1.4909773
168,18,158,Squ.epi,3.4472172,0.9691480439261088,1.7318268,1.2978354
168,18,159,Squ.epi,3.6920485,0.9756850523130184,3.7834864,2.139329
168,18,160,Squ.epi,2.756364,0.940271766045606,-2.7084541,1.2650986
168,18,161,Squ.epi,3.6237893,0.9740120146706466,0.8929434,0.60596466
168,18,162,Squ.epi,2.705287,0.9373378966293756,-0.99243355,2.836341
168,18,165,Squ.epi,3.2956452,0.964279114229194,0.09265232,-0.14229012
168,18,166,Squ.epi,3.7100997,0.9761096355980576,3.3377151,1.0636883
168,18,168,Squ.epi,3.6654637,0.9750463203586114,2.5713625,-1.1365662
168,18,169,Squ.epi,3.7643924,0.9773435218261464,2.216547,1.394949
168,18,171,Squ.epi,3.9246552,0.9806335223521616,5.775051,0.28069973
168,18,172,Squ.epi,2.5384588,0.9267943317929715,-2.369442,-2.3445644
168,18,175,Squ.epi,3.2466788,0.9625535875085944,0.057884216,-1.6655216
168,18,176,Squ.epi,2.3777514,0.9151149230372002,-2.5735226,-3.586029
168,19,0,Squ.epi,3.2186177,0.9615289135377686,-0.5316353,3.2482758
168,19,1,Squ.epi,4.1078224,0.9838224731271292,4.9628153,-0.48403168
168,19,2,Squ.epi,4.0571747,0.9829963049123832,5.393509,2.355322
168,19,3,Squ.epi,3.4119391,0.968075586662146,2.0243053,-2.36483
168,19,4,Squ.epi,3.3808868,0.9671018309953368,0.5501118,-0.88523674
168,19,6,Squ.epi,4.0421867,0.9827439658661148,6.511999,0.88540363
168,19,7,Squ.epi,3.7573295,0.9771865982151564,3.4800186,-1.6452332
168,19,8,Squ.epi,3.2970989,0.9643291508750984,1.9495525,-2.1496162
168,19,9,Squ.epi,3.929317,0.980721858424652,3.8247623,3.1077137
168,19,10,Squ.epi,3.6568093,0.9748348833344048,1.7970076,-2.2743168
168,19,12,Squ.epi,4.208239,0.985345416147628,6.254862,2.1203594
168,19,14,Squ.epi,4.23208,0.9856857208712736,6.3467216,1.2392006
168,19,15,Squ.epi,4.2304325,0.9856624574474542,6.7311,1.565239
168,19,17,Squ.epi,3.4352791,0.968789087378272,1.127388,4.220561
168,19,21,Squ.epi,3.81405,0.9784174216516875,4.066185,2.092823
168,19,23,Squ.epi,3.8515959,0.979196190016134,4.33941,-0.6826687
168,19,28,Squ.epi,3.791656,0.9779394328869194,3.7456646,4.1819515
168,19,29,Squ.epi,3.3349986,0.9656101463143346,-0.42377186,-1.2019863
168,19,40,Squ.epi,3.447288,0.9691501610922758,0.30479622,-1.6131706
168,19,42,Squ.epi,3.4287484,0.9685910123850304,0.41116333,2.6271057
168,19,43,Squ.epi,4.034862,0.98261931153439,6.1874676,2.2281399
168,19,46,Squ.epi,3.4864285,0.9702991424534282,1.1886778,1.7179108
168,19,47,Squ.epi,2.4202933,0.9183617392869332,-3.1167488,0.13726997
168,19,48,Squ.epi,1.4597846,0.8114997318311998,-3.894514,-2.8612804
168,20,0,Squ.epi,3.408065,0.9679556404250864,1.0200615,4.210943
168,20,4,Squ.epi,4.0606604,0.983054468565056,5.9869947,1.7214642
168,20,9,Squ.meta,0.7269763,0.6741413866420572,-5.742302,-0.5313339
168,20,10,Squ.epi,2.4683092,0.92189009671408,-1.3610182,-0.49742413
168,20,23,Squ.meta,0.657593,0.6587194848653007,-5.936777,-0.7948952
168,22,1,Squ.epi,3.2853343,0.9639222514841932,2.4106312,-1.1657171
168,23,0,Squ.epi,3.7464209,0.9769421431819793,4.063159,0.3971176
168,23,1,Squ.epi,3.934341,0.9808166147806484,5.3158684,1.3996296
168,23,3,Squ.epi,4.2269573,0.985613263172943,6.323246,2.615862
168,24,0,Squ.epi,1.4807228,0.8146817282886134,-3.8380718,-1.6489115
168,24,1,Squ.epi,3.0939927,0.9566442689993576,-0.5918064,-2.8590965
168,24,2,Squ.epi,4.025709,0.9824623005205788,5.5488806,2.9296207
168,24,3,Squ.epi,4.057999,0.9830100797773094,6.161375,-0.08998108
168,25,0,Squ.epi,3.1982253,0.9607674359400288,0.9586172,4.197612
168,25,3,Squ.epi,3.790574,0.9779160790733588,4.8545666,-0.11987305
168,26,0,Squ.epi,3.9460616,0.9810359051189048,5.2980385,2.928856
168,26,1,Squ.epi,3.821951,0.9785836351264734,5.2562065,2.7985697
168,26,2,Squ.epi,4.0120306,0.9822250553598548,6.5001335,0.92788506
168,26,4,Squ.epi,3.6188,0.9738854211642906,3.4310284,2.1921139
168,26,18,Squ.epi,3.5622458,0.9724078994371944,0.20607471,-2.8407116
168,26,19,Squ.epi,2.414789,0.9179481061924414,-2.6548843,-0.08662605
168,26,22,Squ.epi,3.5554504,0.9722249869255428,2.7604733,-1.791565
168,26,24,Squ.epi,3.953799,0.9811793207141588,4.8660183,1.1745129
168,26,29,Squ.epi,3.6992838,0.9758561108723228,2.564972,3.785283
168,27,1,Glan,2.69686,0.9368411097078284,-5.9600544,-0.8177242
168,27,3,Squ.epi,4.022526,0.982407366410238,5.69083,2.9193783
168,27,6,Squ.epi,3.5401719,0.9718094207111264,2.6814728,3.4312267
168,27,7,Squ.epi,3.7366195,0.9767203200586692,2.170927,2.3468933
168,27,8,Squ.epi,3.9252574,0.9806449565344146,4.7088814,3.3363876
168,27,9,Squ.epi,0.18834583,0.5469477546516368,-5.197132,-0.86312485
168,27,11,Squ.epi,3.8208039,0.9785595827727298,4.013134,3.3293629
168,27,14,Squ.epi,4.0008698,0.9820291457553104,5.8831215,1.3603668
168,27,15,Squ.epi,3.565223,0.9724876659777768,2.0429955,0.8461504
168,27,16,Squ.epi,3.9709175,0.9814928477890904,5.021616,1.9312782
168,27,17,Squ.epi,2.8982654,0.9477606209190688,-1.266634,2.2926016
168,27,19,Squ.epi,3.9529274,0.9811632175163671,4.623213,1.5495281
168,27,20,Squ.epi,3.4369025,0.968838136208636,0.96624947,-0.97509956
168,27,21,Squ.epi,3.7093182,0.9760914036940224,3.3365612,-0.96982956
